iata,airport_name,icao,city,state,country,lat,lon,lat_lon
XAI,信阳明港机场,ZHXY,信阳市,河南省,中国,32.5401692,114.0756265,"32.5401692,114.0756265"
LNL,陇南成州机场,ZLLN,陇南市,甘肃省,中国,33.7889894,105.7814155,"33.7889894,105.7814155"
WSK,重庆巫山机场,ZUWS,重庆市,重庆市,中国,31.07157155,109.7133694,"31.07157155,109.7133694"
WHA,芜湖宣城机场,ZSWA,芜湖市,安徽省,中国,31.10427305,118.664721,"31.10427305,118.664721"
HCZ,郴州北湖机场,ZGCZ,郴州市,湖南省,中国,25.75482855,112.8496601,"25.75482855,112.8496601"
DZH,达州金垭机场,ZUDA,达州市,四川省,中国,31.05057705,107.4369822,"31.05057705,107.4369822"
XCH,Christmas Island (CX),YPXM,Christmas Island,,Christmas Island,-10.45059967,105.6900024,"-10.45059967,105.6900024"
CCK,Cocos Islands,YPCC,Cocos Keeling Islands,,Cocos  Islands,-12.18830013,96.83390045,"-12.18830013,96.83390045"
BOG,Bogota,SKBO,Bogota,,Colombia,4.70159,-74.1469,"4.70159,-74.1469"
MDE,Medellin Jose Maria Cordova Intl,SKRG,Rionegro,,Colombia,6.16454,-75.4231,"6.16454,-75.4231"
EOH,Medellin Enrique Olaya Herrerra Apt,SKMD,Medellin,,Colombia,6.220549,-75.590582,"6.220549,-75.590582"
APO,Apartado,SKLC,"Antioquia , Carepa",,Colombia,7.81196,-76.7164,"7.81196,-76.7164"
PCR,Puerto Carreno,SKPC,Puerto Carreno,,Colombia,6.18472,-67.4932,"6.18472,-67.4932"
VGZ,Mocoa,SKVG,"Putumayo , Villagarzón",,Colombia,0.978767,-76.6056,"0.978767,-76.6056"
RVE,Saravena,SKSA,"Arauca , Saravena",,Colombia,6.951868,-71.857179,"6.951868,-71.857179"
UIB,Quibdo,SKUI,Quibdo,,Colombia,5.69076,-76.6412,"5.69076,-76.6412"
BSC,Bahia Solano,SKBS,Bahia Solano,,Colombia,6.20292,-77.3947,"6.20292,-77.3947"
PDA,Puerto Inirida,SKPD,Puerto Inirida,,Colombia,3.85353,-67.9062,"3.85353,-67.9062"
AUC,Arauca,HAGB,Arauca,,Colombia,7.06888,-70.7369,"7.06888,-70.7369"
IPI,Ipiales,SKIP,Ipiales,,Colombia,0.861925,-77.6718,"0.861925,-77.6718"
SVI,San Vicente del Caguan,SKSV,San Vicente Del Caguan,,Colombia,2.15217,-74.7663,"2.15217,-74.7663"
TCO,Tumaco,SKCO,Tumaco,,Colombia,1.81442,-78.7492,"1.81442,-78.7492"
BUN,Buenaventura,SKBU,Buenaventura,,Colombia,3.81963,-76.9898,"3.81963,-76.9898"
FLA,Florencia,SKFL,Florencia,,Colombia,1.58919,-75.5644,"1.58919,-75.5644"
GPI,Guapi,SKGP,Guapi,,Colombia,2.57013,-77.8986,"2.57013,-77.8986"
VVC,Villavicencio,SKVV,Villavicencio,,Colombia,4.16787,-73.6138,"4.16787,-73.6138"
PUU,Puerto Asis,SKAS,Puerto Asis,,Colombia,0.505228,-76.5008,"0.505228,-76.5008"
CLO,Cali,SKCL,Cali,,Colombia,3.54322,-76.3816,"3.54322,-76.3816"
PSO,Pasto,SKPS,Pasto,,Colombia,1.39625,-77.2915,"1.39625,-77.2915"
BGA,Bucaramanga,SKEJ,Bucaramanga,,Colombia,7.1265,-73.1848,"7.1265,-73.1848"
MVP,Mitu,SKMU,Mitu,,Colombia,1.25366,-70.2339,"1.25366,-70.2339"
BAQ,Barranquilla,SKBQ,Barranquilla,,Colombia,10.8896,-74.7808,"10.8896,-74.7808"
PEI,Pereira,SKPE,Pereira,,Colombia,4.81267,-75.7395,"4.81267,-75.7395"
CTG,Cartagena,SKCG,Cartagena,,Colombia,10.4424,-75.513,"10.4424,-75.513"
MTR,Monteria,VVCS,Monteria,,Colombia,8.82374,-75.8258,"8.82374,-75.8258"
VUP,Valledupar,SKVP,Valledupar,,Colombia,10.435,-73.2495,"10.435,-73.2495"
NVA,Neiva,SKNV,Neiva,,Colombia,2.95015,-75.294,"2.95015,-75.294"
SMR,Santa Marta,SKSM,Santa Marta,,Colombia,11.1196,-74.2306,"11.1196,-74.2306"
ADZ,San Andres Island,SKSP,San Andres,,Colombia,12.5836,-81.7112,"12.5836,-81.7112"
CZU,Corozal (CO),RPMH,Corozal,,Colombia,9.33274,-75.2856,"9.33274,-75.2856"
AXM,Armenia,SKAR,Armenia,,Colombia,4.45278,-75.7664,"4.45278,-75.7664"
EJA,Barrancabermeja,UHMP,Barrancabermeja,,Colombia,7.02433,-73.8068,"7.02433,-73.8068"
IBE,Ibague,SKIB,Ibague,,Colombia,4.42161,-75.1333,"4.42161,-75.1333"
CUC,Cucuta,RPMP,Cucuta,,Colombia,7.92757,-72.5115,"7.92757,-72.5115"
LET,Leticia,SKLT,Leticia,,Colombia,-4.19355,-69.9432,"-4.19355,-69.9432"
PPN,Popayan,SKPP,Popayan,,Colombia,2.4544,-76.6093,"2.4544,-76.6093"
MZL,Manizales,SKMZ,Manizales,,Colombia,5.0296,-75.4647,"5.0296,-75.4647"
EYP,Yopal,SKYP,El Yopal,,Colombia,5.31911,-72.384,"5.31911,-72.384"
RCH,Riohacha,SKRH,Riohacha,,Colombia,11.5262,-72.926,"11.5262,-72.926"
LQM,Puerto Leguizamo,SKLG,Puerto Leguizamo,,Colombia,-0.182278,-74.7708,"-0.182278,-74.7708"
PTX,Pitalito,SKPI,Pitalito,,Colombia,1.85777,-76.0857,"1.85777,-76.0857"
TME,Tame,SKTM,Tame,,Colombia,6.45108,-71.7603,"6.45108,-71.7603"
PVA,Providencia Island,SKPV,Providencia,,Colombia,13.3569,-81.3583,"13.3569,-81.3583"
SJE,San Jose del Guaviare,SKSJ,San Jose Del Guaviare,,Colombia,2.57969,-72.6394,"2.57969,-72.6394"
LMC,La Macarena,SK-307,La Macarena,,Colombia,2.1736,-73.7862,"2.1736,-73.7862"
TLU,Tolu,MRQP,Tolu,,Colombia,9.50945,-75.5854,"9.50945,-75.5854"
CRC,Cartago,SKGO,Cartago,,Colombia,4.75818,-75.9557,"4.75818,-75.9557"
NQU,Nuqui,SKNQ,Nuqui,,Colombia,5.6964,-77.2806,"5.6964,-77.2806"
RON,Paipa,,Rondon,,Colombia,6.283,-71.083,"6.283,-71.083"
MMP,Mompos,SPEO,Limon,,Colombia,9.26878,-74.6523,"9.26878,-74.6523"
LGZ,Shannan,,Leguizamo,,Colombia,-0.167,-74.767,"-0.167,-74.767"
HAH,Moroni Prince Said Ibrahim,FMCH,Moroni,,Comoros,-11.53369999,43.27190018,"-11.53369999,43.27190018"
AJN,Anjouan,FMCV,Ouani,,Comoros,-12.13169956,44.43030167,"-12.13169956,44.43030167"
NWA,Moheli,FMCI,Moili Mdjini,,Comoros,-12.29810047,43.76639938,"-12.29810047,43.76639938"
KND,Kindu,FZOA,Kindu,,Congo,-2.919179916,25.91539955,"-2.919179916,25.91539955"
FIH,Kinshasa N'Djili Intl Apt,FZAA,Kinshasa,,Congo,-4.385749817,15.44460011,"-4.385749817,15.44460011"
GOM,Goma,FZNA,Goma,,Congo,-1.670809984,29.2385006,"-1.670809984,29.2385006"
FBM,Lubumbashi,FZQA,Lubumbashi,,Congo,-11.59130001,27.53089905,"-11.59130001,27.53089905"
BNC,Beni,FZNP,Beni,,Congo,0.574999988,29.47389984,"0.574999988,29.47389984"
BZV,Brazzaville,FCBB,Brazzaville,,Congo,-4.251699925,15.25300026,"-4.251699925,15.25300026"
MJM,Mbuji-Mayi,FZWA,Mbuji Mayi,,Congo,-6.121240139,23.56900024,"-6.121240139,23.56900024"
PNR,Pointe-Noire,FCPP,Pointe Noire,,Congo,-4.816030026,11.88659954,"-4.816030026,11.88659954"
FKI,Kisangani,FZIC,Kisangani,,Congo,0.481638998,25.33799934,"0.481638998,25.33799934"
LJA,Lodja,FZVA,Lodja,,Congo,-3.417000055,23.45000076,"-3.417000055,23.45000076"
KGA,Kananga,FZUA,Kananga,,Congo,-5.900050163,22.46920013,"-5.900050163,22.46920013"
GMA,Gemena,FZFK,Gemena,,Congo,3.235369921,19.77129936,"3.235369921,19.77129936"
MDK,Mbandaka,FZEA,Mbandaka,,Congo,0.022600001,18.2887001,"0.022600001,18.2887001"
MNO,Manono,SWGN,Manono,,Congo,-7.288889885,27.39439964,"-7.288889885,27.39439964"
ION,Impfondo,FCOI,Impfondo,,Congo,1.616999984,18.06699944,"1.616999984,18.06699944"
KOO,Kongolo,FZRQ,Kongolo,,Congo,-5.394440174,26.98999977,"-5.394440174,26.98999977"
OUE,Ouesso,FCOU,Ouésso,,Congo,1.615990043,16.03790092,"1.615990043,16.03790092"
RAR,Rarotonga Island,NCRG,Avarua,,Cook Islands,-21.20269966,-159.8059998,"-21.20269966,-159.8059998"
AIT,Aitutaki Island,NCAI,Aitutaki,,Cook Islands,-18.83090019,-159.7640076,"-18.83090019,-159.7640076"
SJO,San Jose Juan Santamaria Apt (CR),MRPV,San Jose,,Costa Rica,9.993860245,-84.20880127,"9.993860245,-84.20880127"
LIR,Liberia,MRLB,Liberia,,Costa Rica,10.59329987,-85.54440308,"10.59329987,-85.54440308"
SYQ,San Jose Tobias Bolanos Apt,SBRB,San Jose,,Costa Rica,9.957050324,-84.13980103,"9.957050324,-84.13980103"
GLF,Golfito,SVBI,Golfito,,Costa Rica,8.654009819,-83.18219757,"8.654009819,-83.18219757"
PJM,Puerto Jimenez,WATO,Puerto Jimenez,,Costa Rica,8.533329964,-83.30000305,"8.533329964,-83.30000305"
XQP,Quepos,YSII,Quepos,,Costa Rica,9.443160057,-84.12979889,"9.443160057,-84.12979889"
FON,Fortuna,MRAN,La Fortuna San Carlos,,Costa Rica,10.47799969,-84.6344986,"10.47799969,-84.6344986"
DRK,Drake Bay,FZSA,Puntarenas,,Costa Rica,8.71889019,-83.64170074,"8.71889019,-83.64170074"
TNO,Tamarindo,MRTM,Santa Cruz,,Costa Rica,10.3135004,-85.81549835,"10.3135004,-85.81549835"
TMU,Tambor,AGGP,Nicoya,,Costa Rica,9.738519669,-85.01380157,"9.738519669,-85.01380157"
TTQ,Tortuguero,MRAO,Roxana,,Costa Rica,10.56900024,-83.51480103,"10.56900024,-83.51480103"
NOB,Nosara,YMUI,Nicoya,,Costa Rica,9.976490021,-85.65299988,"9.976490021,-85.65299988"
PMZ,Palmar,MPPA,Palmar Sur,,Costa Rica,8.951029778,-83.46859741,"8.951029778,-83.46859741"
LIO,Limon,SPNC,Puerto Limon,,Costa Rica,9.957960129,-83.02200317,"9.957960129,-83.02200317"
SZC,Sarfannguaq,MRTM,Santa Cruz,,Costa Rica,10.267,-85.6,"10.267,-85.6"
BUU,Muara Bungo,,Buyo,,Indonesia,6.267,-7.05,"6.267,-7.05"
MOK,Muynaq,,Mankono,,Indonesia,8.067,-6.2,"8.067,-6.2"
ABJ,Abidjan,DIAP,Abidjan,,Côte d'Ivoire,5.261390209,-3.926290035,"5.261390209,-3.926290035"
BYK,Bouake,HAJM,Bouaké,,Côte d'Ivoire,7.738800049,-5.07366991,"7.738800049,-5.07366991"
SPY,San Pedro (CI),DISP,San-Pédro,,Côte d'Ivoire,4.746719837,-6.660820007,"4.746719837,-6.660820007"
HGO,Korhogo,SPHZ,Savanes,,Côte d'Ivoire,9.387180328,-5.556660175,"9.387180328,-5.556660175"
KEO,Odienne,AGGH,Odienne,,Côte d'Ivoire,9.5,-7.566999912,"9.5,-7.566999912"
MJC,Man,WARC,Montagnes,,Côte d'Ivoire,7.272069931,-7.587359905,"7.272069931,-7.587359905"
DJO,Daloa,DIDL,Sassandra-Marahoué,,Côte d'Ivoire,6.792809963,-6.473189831,"6.792809963,-6.473189831"
RJK,Rijeka,LDRI,Rijeka,,Croatia,45.21689987,14.5703001,"45.21689987,14.5703001"
SPU,Split,LDSP,Split,,Croatia,43.53889847,16.29800034,"43.53889847,16.29800034"
OSI,Osijek,LDOS,Osijek,,Croatia,45.46269989,18.81019974,"45.46269989,18.81019974"
DBV,Dubrovnik,LDDU,Dubrovnik,,Croatia,42.56140137,18.26819992,"42.56140137,18.26819992"
ZAG,Zagreb,LDZA,Zagreb,,Croatia,45.74290085,16.06879997,"45.74290085,16.06879997"
ZAD,Zadar,LDZD,Zadar,,Croatia,44.10829926,15.34669971,"44.10829926,15.34669971"
PUY,Pula,LDPL,Pula,,Croatia,44.89350128,13.9222002,"44.89350128,13.9222002"
BWK,Brac,LDSB,Brac Island,,Croatia,43.28570175,16.67970085,"43.28570175,16.67970085"
LSZ,Mali Losinj,LDLO,Losinj,,Croatia,44.56579971,14.39309978,"44.56579971,14.39309978"
HAV,Havana (CU),MUHA,Havana,,Cuba,22.98920059,-82.40910339,"22.98920059,-82.40910339"
SNU,Santa Clara,MUSC,Santa Clara,,Cuba,22.49220085,-79.94360352,"22.49220085,-79.94360352"
SCU,Santiago de Cuba (CU),MUCU,Santiago,,Cuba,19.96980095,-75.83540344,"19.96980095,-75.83540344"
HOG,Holguin,MUHG,Holguin,,Cuba,20.78560066,-76.31510162,"20.78560066,-76.31510162"
CMW,Camaguey,MUCM,Camaguey,,Cuba,21.42029953,-77.84750366,"21.42029953,-77.84750366"
VRA,Juan G Gomez Intl,MUVR,Varadero,,Cuba,23.03440094,-81.43530273,"23.03440094,-81.43530273"
CCC,Cayo Coco,MUCC,Cayo Coco,,Cuba,22.46100044,-78.32839966,"22.46100044,-78.32839966"
CYO,Cayo Largo del Sur,MUCL,Cayo Largo del Sur,,Cuba,21.61650085,-81.54599762,"21.61650085,-81.54599762"
MZO,Manzanillo (CU),MUMZ,Manzanillo,,Cuba,20.28809929,-77.08920288,"20.28809929,-77.08920288"
GER,Nueva Gerona,MUNG,Nueva Gerona,,Cuba,21.83469963,-82.78379822,"21.83469963,-82.78379822"
CFG,Cienfuegos,MUCF,Cienfuegos,,Cuba,22.14999962,-80.41419983,"22.14999962,-80.41419983"
NBW,Guantanamo,MUGM,Guantanamo Bay Naval Station,,Cuba,19.90649986,-75.20709991,"19.90649986,-75.20709991"
GAO,Guantanamo Bay NS,MUGT,Guantanamo,,Cuba,20.08530045,-75.15830231,"20.08530045,-75.15830231"
BCA,Baracoa,MUBA,Baracoa,,Cuba,20.36529922,-74.5062027,"20.36529922,-74.5062027"
CUR,Curacao,TNCC,Willemstad,,Curacao,12.18889999,-68.95980072,"12.18889999,-68.95980072"
LCA,Larnaca,LCLK,Larnarca,,Cyprus,34.87509918,33.62490082,"34.87509918,33.62490082"
PFO,Paphos,LCPH,Paphos,,Cyprus,34.7179985,32.4856987,"34.7179985,32.4856987"
ECN,Ercan,LCEN,Nicosia,,Cyprus,35.15470123,33.49610138,"35.15470123,33.49610138"
PRG,Prague Ruzyne,LKPR,Prague,,Czechia,50.10079956,14.26000023,"50.10079956,14.26000023"
OSR,Ostrava,LKMT,Ostrava,,Czechia,49.69630051,18.11109924,"49.69630051,18.11109924"
BRQ,Brno,LKTB,Brno,,Czechia,49.15129852,16.69440079,"49.15129852,16.69440079"
KLV,Karlovy Vary,LKKV,Karlovy Vary,,Czechia,50.20299912,12.91499996,"50.20299912,12.91499996"
PED,Pardubice,LKPD,Pardubice,,Czechia,50.01340103,15.73859978,"50.01340103,15.73859978"
BKY,Bukavu,FZMA,Kabare (chefferie),,Congo,-2.308979988,28.80879974,"-2.308979988,28.80879974"
BUX,Bunia,FZKA,Bunia,,Congo,1.565719962,30.2208004,"1.565719962,30.2208004"
FMI,Kalemie,FZRF,Kalemie,,Congo,-5.875559807,29.25,"-5.875559807,29.25"
MNB,Muanda (CD),FZAG,Kongo Central,,Congo,-5.930860043,12.35179996,"-5.930860043,12.35179996"
IRP,Isiro,FZJH,Isiro,,Congo,2.827610016,27.58830071,"2.827610016,27.58830071"
LIQ,Lisala,FZGA,Lisala,,Congo,2.170660019,21.49690056,"2.170660019,21.49690056"
KWZ,Kolwezi,FZQM,Kolwezi,,Congo,-10.76589966,25.50569916,"-10.76589966,25.50569916"
KMN,Kamina,GFLL,Haut-Lomami,,Congo,-8.642020226,25.25289917,"-8.642020226,25.25289917"
SGD,Sonderborg Airport,EKSB,Sonderborg,,Denmark,54.96440125,9.791729927,"54.96440125,9.791729927"
CPH,Copenhagen Kastrup Apt,EKCH,Copenhagen,,Denmark,55.61790085,12.65600014,"55.61790085,12.65600014"
BLL,Billund,EKBI,Billund,,Denmark,55.74029922,9.151780129,"55.74029922,9.151780129"
AAL,Aalborg Airport,EKYT,Aalborg,,Denmark,57.09275891,9.849243164,"57.09275891,9.849243164"
RNN,Bornholm,EKRN,Ronne,,Denmark,55.06330109,14.75959969,"55.06330109,14.75959969"
KRP,Karup,EKKA,Karup,,Denmark,56.29750061,9.124629974,"56.29750061,9.124629974"
AAR,Aarhus Tirstrup Airport,EKAH,Aarhus,,Denmark,56.29999924,10.61900043,"56.29999924,10.61900043"
EBJ,Esbjerg Airport,EKEB,Esbjerg,,Denmark,55.52590179,8.55340004,"55.52590179,8.55340004"
RKE,Copenhagen Roskilde Apt,EKRK,Copenhagen,,Denmark,55.58560181,12.13140011,"55.58560181,12.13140011"
BYR,Laeso,EKLS,Laeso,,Denmark,57.27719879,11.00010014,"57.27719879,11.00010014"
ODE,Odense Airport,EKOD,Odense,,Denmark,55.47669983,10.33090019,"55.47669983,10.33090019"
JIB,Djibouti,HDAM,Djibouti City,,Djibouti,11.54730034,43.15950012,"11.54730034,43.15950012"
SDQ,Santo Domingo Las Americas Intl (DO),MDSD,Santo Domingo,,Dominica,18.42970085,-69.66889954,"18.42970085,-69.66889954"
POP,Puerto Plata,MDPP,Puerto Plata,,Dominica,19.75790024,-70.56999969,"19.75790024,-70.56999969"
STI,Santiago (DO),MDST,Santiago,,Dominica,19.40609932,-70.60469818,"19.40609932,-70.60469818"
PUJ,Punta Cana,MDPC,Punta Cana,,Dominica,18.56739998,-68.36340332,"18.56739998,-68.36340332"
DOM,Dominica Melville Hall Apt,TDPD,Marigot,,Dominica,15.54699993,-61.29999924,"15.54699993,-61.29999924"
AZS,Samana,MDCY,Samana,,Dominica,19.2670002,-69.74199677,"19.2670002,-69.74199677"
JBQ,Santo Domingo Dr. J Balaguer (DO),MDJB,La Isabela,,Dominica,18.57250023,-69.98560333,"18.57250023,-69.98560333"
LRM,La Romana,MDLR,La Romana,,Dominica,18.45070076,-68.91179657,"18.45070076,-68.91179657"
SNX,Semnan,MDSB,Sabana de Mar,,Dominica,19.06189919,-69.3852005,"19.06189919,-69.3852005"
DCF,CaneField,TDCF,Canefield,,Dominica,15.33670044,-61.39220047,"15.33670044,-61.39220047"
GYE,Guayaquil,SEGU,Guayaquil,,Ecuador,-2.15741992,-79.88359833,"-2.15741992,-79.88359833"
UIO,Quito,SEQM,Quito,,Ecuador,-0.129166667,-78.3575,"-0.129166667,-78.3575"
GPS,Baltra Island,SEGS,Baltra,,Ecuador,-0.453758001,-90.26589966,"-0.453758001,-90.26589966"
OCC,Coca,SECO,Coca,,Ecuador,-0.462886006,-76.98680115,"-0.462886006,-76.98680115"
MEC,Manta,SEMT,Manta,,Ecuador,-0.946078003,-80.67880249,"-0.946078003,-80.67880249"
SCY,San Cristobal Island,SEST,San Cristobal,,Ecuador,-0.91020602,-89.61740112,"-0.91020602,-89.61740112"
LOH,Loja,SETM,La Toma Catamayo,,Ecuador,-3.995889902,-79.37190247,"-3.995889902,-79.37190247"
CUE,Cuenca,SECU,Cuenca,,Ecuador,-2.8894701,-78.98439789,"-2.8894701,-78.98439789"
ESM,Esmeraldas,SETN,Tachina,,Ecuador,0.978519023,-79.62660217,"0.978519023,-79.62660217"
LGQ,Lago Agrio,SENL,Lago Agrio,,Ecuador,0.093056001,-76.86750031,"0.093056001,-76.86750031"
ETR,Santa Rosa (EC),SERO,Santa Rosa,,Ecuador,-3.435159922,-79.97779846,"-3.435159922,-79.97779846"
CAI,Cairo International,HECA,Cairo,,Egypt,30.12190056,31.40559959,"30.12190056,31.40559959"
SSH,Sharm El-Sheikh,HESH,Sharm el Sheikh,,Egypt,27.97730064,34.39500046,"27.97730064,34.39500046"
HBE,Alexandria Borg el Arab,HEBA,Alexandria,,Egypt,30.91769981,29.69639969,"30.91769981,29.69639969"
HMB,Sohag,HEMK,Sohag,,Egypt,26.34277778,31.74277778,"26.34277778,31.74277778"
ATZ,Asyut,HEAT,Assiut,,Egypt,27.04649925,31.01199913,"27.04649925,31.01199913"
LXR,Luxor,HELX,Luxor,,Egypt,25.67099953,32.70660019,"25.67099953,32.70660019"
ASW,Aswan,HESN,Aswan,,Egypt,23.96439934,32.81999969,"23.96439934,32.81999969"
HRG,Hurghada,HEGN,Hurghada,,Egypt,27.17830086,33.79940033,"27.17830086,33.79940033"
ABS,Abu Simbel,HEBL,Abu Simbel,,Egypt,22.37599945,31.61170006,"22.37599945,31.61170006"
RMF,Marsa Alam,HEMA,Marsa Alam,,Egypt,25.5571003,34.58369827,"25.5571003,34.58369827"
SPX,Giza,HESX,Giza,,Egypt,30.1147222,30.8933333,"30.1147222,30.8933333"
DBB,Dabah,HEAL,El Alamein,,Egypt,30.92449951,28.46139908,"30.92449951,28.46139908"
ALY,Alexandria el Nouzha Airport,HEAX,Alexandria,,Egypt,31.18390083,29.94890022,"31.18390083,29.94890022"
TCP,Taba,HETB,Taba,,Egypt,29.58779907,34.77809906,"29.58779907,34.77809906"
MUH,Mersa Matruh,HEMM,Mersa Matruh,,Egypt,31.3253994,27.22170067,"31.3253994,27.22170067"
UVL,Kharga,HEKG,Al Kharja Oases,,Egypt,25.47360039,30.59070015,"25.47360039,30.59070015"
SAL,San Salvador (SV),MSLP,Santa Clara,,El Salvador,13.44089985,-89.05570221,"13.44089985,-89.05570221"
SSG,Malabo,FGSL,Malabo,,Equatorial Guinea,3.755270004,8.708720207,"3.755270004,8.708720207"
BSG,Bata,FGBT,Bata,,Equatorial Guinea,1.905470014,9.805680275,"1.905470014,9.805680275"
GEM,Mongomo,FGMY,Wele-Nzas,,Equatorial Guinea,1.685334,11.024394,"1.685334,11.024394"
NBN,Annobon,FGAB,Annobon,,Equatorial Guinea,-1.410277,5.621944,"-1.410277,5.621944"
ASM,Asmara,HHAS,Asmara,,Eritrea,15.29189968,38.91070175,"15.29189968,38.91070175"
ASA,Assab,HHSB,Asab,,Eritrea,13.07180023,42.64500046,"13.07180023,42.64500046"
TLL,Tallinn,EETN,Tallinn,,Estonia,59.41329956,24.83279991,"59.41329956,24.83279991"
TAY,Tartu,EETU,Tartu,,Estonia,58.30749893,26.69039917,"58.30749893,26.69039917"
URE,Kuressaare,EEKE,Kuressaare,,Estonia,58.22990036,22.5095005,"58.22990036,22.5095005"
EPU,Parnu,EEPU,Parnu,,Estonia,58.41899872,24.4727993,"58.41899872,24.4727993"
ADD,Addis Ababa,NTMU,Addis Ababa,,Ethiopia,8.977890015,38.79930115,"8.977890015,38.79930115"
MQX,Mekele,HAMK,Mek'elē,,Ethiopia,13.4673996,39.53350067,"13.4673996,39.53350067"
AXU,Axum,HAAX,Tigray,,Ethiopia,14.14680004,38.77280045,"14.14680004,38.77280045"
DSE,Dessie,HADC,Dessie,,Ethiopia,11.08250046,39.71139908,"11.08250046,39.71139908"
LLI,Lalibela,HALL,Lalibela,,Ethiopia,11.97500038,38.97999954,"11.97500038,38.97999954"
GMB,Gambela,VTSG,Gambela,,Ethiopia,8.128760338,34.56309891,"8.128760338,34.56309891"
BJR,Bahar Dar,HABD,Bahir Dar,,Ethiopia,11.60809994,37.32160187,"11.60809994,37.32160187"
GDE,Gode,HAGO,Gode,,Ethiopia,5.935130119,43.57860184,"5.935130119,43.57860184"
GDQ,Gonder,HAGN,Gondar,,Ethiopia,12.51990032,37.43399811,"12.51990032,37.43399811"
JIM,Jimma,SVSO,Jimma,,Ethiopia,7.666090012,36.8166008,"7.666090012,36.8166008"
AMH,Arba Minch,HAAM,Arba Minch,,Ethiopia,6.039390087,37.59049988,"6.039390087,37.59049988"
AWA,Awasa,ENAT,Awassa,,Ethiopia,7.066999912,38.5,"7.066999912,38.5"
JIJ,Jijiga,YBOI,Jijiga,,Ethiopia,9.330333,42.910833,"9.330333,42.910833"
DIR,Dire Dawa,VTSM,Dire Dawa,,Ethiopia,9.624699593,41.85419846,"9.624699593,41.85419846"
SHC,Inda Selassie,ET-SHC,Tigray,,Ethiopia,14.0781002,38.27249908,"14.0781002,38.27249908"
BCO,Jinka,HABC,Baco,,Ethiopia,5.782869816,36.56200027,"5.782869816,36.56200027"
ASO,Asosa,HASO,Asosa,,Ethiopia,10.01850033,34.5862999,"10.01850033,34.5862999"
SZE,Semera,HASM,Debub Welo,,Ethiopia,11.7875,40.9915,"11.7875,40.9915"
HUE,Humera,HAHU,Humera,,Ethiopia,14.25,36.58300018,"14.25,36.58300018"
GOB,Goba,ENKR,Goba,,Ethiopia,7.017000198,40,"7.017000198,40.0"
ABK,Kebri Dehar,HAKD,Kabri Dehar,,Ethiopia,6.734000206,44.25299835,"6.734000206,44.25299835"
DEM,Dembi Dolo,MRPJ,Dembidollo,,Ethiopia,8.553999901,34.85800171,"8.553999901,34.85800171"
MPN,Mount Pleasant (FK),EGYP,Mount Pleasant,,Falkland Islands,-51.82279968,-58.44720078,"-51.82279968,-58.44720078"
FAE,Faroe Islands,ULPB,Vagar,,Faroe Islands,62.06359863,-7.277219772,"62.06359863,-7.277219772"
BFJ,Bijie,NFFA,Ba,,Fiji,-17.53505556,177.6809167,"-17.53505556,177.6809167"
SUV,Suva,NFNA,Nausori,,Fiji,-18.04330063,178.5590057,"-18.04330063,178.5590057"
LBS,Labasa,NFNL,Macuata,,Fiji,-16.4666996,179.3399963,"-16.4666996,179.3399963"
NAN,Nadi,NFFN,Nadi,,Fiji,-17.7553997,177.4429932,"-17.7553997,177.4429932"
SVU,Savusavu,NFNS,Savusavu,,Fiji,-16.80279922,179.3410034,"-16.80279922,179.3410034"
TVU,Taveuni Island,NFNM,Matei,,Fiji,-16.69059944,-179.8769989,"-16.69059944,-179.8769989"
KDV,Kadavu Island,NFKD,Vunisea,,Fiji,-19.05809975,178.1569977,"-19.05809975,178.1569977"
ICI,Cicia Island,NFCI,Cicia,,Fiji,-17.74329948,-179.3419952,"-17.74329948,-179.3419952"
RTA,Rotuma Island,NFNR,Rotuma,,Fiji,-12.48250008,177.0709991,"-12.48250008,177.0709991"
KXF,Koro Island,NFNO,Koro Island,,Fiji,-17.3458004,179.4219971,"-17.3458004,179.4219971"
VBV,Vanuabalavu Island,NFVB,Vanua Balavu,,Fiji,-17.2689991,-178.9759979,"-17.2689991,-178.9759979"
LKB,Lakeba Island,NFNK,Lakeba Island,,Fiji,-18.19919968,-178.8170013,"-18.19919968,-178.8170013"
PHR,Pacific Harbour,NFND,Pacific Harbor,,Fiji,-18.257,178.068,"-18.257,178.068"
HEL,Helsinki-Vantaa,EGET,Helsinki,,Finland,60.31719971,24.96330071,"60.31719971,24.96330071"
VAA,Vaasa,PAMC,Vaasa,,Finland,63.05070114,21.7621994,"63.05070114,21.7621994"
KOK,Kokkola/Pietarsaari,ENVA,Kokkola Kruunupyy,,Finland,63.72119904,23.14310074,"63.72119904,23.14310074"
OUL,Oulu,PAGA,Oulu Oulunsalo,,Finland,64.93009949,25.35460091,"64.93009949,25.35460091"
JOE,Joensuu,ESNN,Joensuu Liperi,,Finland,62.66289902,29.60750008,"62.66289902,29.60750008"
RVN,Rovaniemi,ENRA,Rovaniemi,,Finland,66.56479645,25.83040047,"66.56479645,25.83040047"
IVL,Ivalo,CYEV,Ivalo,,Finland,68.6072998,27.40530014,"68.6072998,27.40530014"
KEM,Kemi/Tornio,ESNX,Kemi Tornio,,Finland,65.77870178,24.58209991,"65.77870178,24.58209991"
KAJ,Kajaani,CYRA,Kajaani,,Finland,64.28549957,27.69239998,"64.28549957,27.69239998"
